Company Name,Country,Industry,Website
Allseas,Switzerland,Offshore Pipelayingundersea Construction,www.allseas.com
ALSO Holding,Switzerland,It Distribution,www.also.com
Alternative Bank Switzerland,Switzerland,Banking,www.abs.ch
AMAG Automobil- und Motoren,Switzerland,Automobile,www.amag.ch
Amcor,Switzerland,Packaging,www.amcor.com
Ascom (company),Switzerland,Telecommunication,www.ascom.com
Atlanship SA,Switzerland,Shipping,http://www.atlanship.eu/
Audemars Piguet,Switzerland,Luxury Watchmaking,www.audemarspiguet.com
AutoForm,Switzerland,Software Development,www.autoform.com
Axpo Holding,Switzerland,Energy,www.axpo.com
Bally Shoe,Switzerland,Fashion,www.bally.com
Bâloise,Switzerland,Financial Services,www.baloise.com
Bamix,Switzerland,Small Kitchen Appliances,www.bamix.com
Banque SYZ,Switzerland,Financial Services,www.syzgroup.com
Basilea Pharmaceutica,Switzerland,Pharmaceuticals,basilea.com
Bata Shoes,Switzerland,Retail And Manufacturing,bata.com
BB Biotech,Switzerland,Investments,www.bbbiotech.ch
Blancpain,Switzerland,Luxury Watchmaking,blancpain.ch
Bolex,Switzerland,Camera Manufacturing,bolex.com
Breguet (brand),Switzerland,Luxury Watchmaking,breguet.ch
Breitling SA,Switzerland,Watch Manufacturing,www.breitling.com
Bron Elektronik,Switzerland,Digital Imaging,https://www.broncolor.swiss/
Burckhardt Compression,Switzerland,Compressor Technology,https://www.burckhardtcompression.com
Caran d'Ache (company),Switzerland,Writing Instruments,carandache.com
Century Time Gems,Switzerland,Watch Manufacturing,century.com
Certina Kurth Frères,Switzerland,Watch Manufacturing,www.certina.com
Charriol,Switzerland,Fashion,www.charriol.com
Chopard,Switzerland,"Watchmaking, Luxury Goods",www.chopard.com
Ciba Specialty Chemicals,Switzerland,Chemical Substance,www.ciba.com/
Clariant,Switzerland,Chemicals,clariant.com
Claro fair trade,Switzerland,Sustainable Retail,www.claro.ch
CLS Communication,Switzerland,"Writing, Editing, Translation",https://www.cls-communication.com/enhttp://www.cls-lexitech.ca/
Coca-Cola HBC AG,Switzerland,Food Industry,coca-colahellenic.com
Colayer,Switzerland,Knowledge Managementcollaborationinformation Technologyweb 2.0,http://colayer.com
Compagnie Générale de Navigation sur le lac Léman,Switzerland,Transport,www.cgn.ch
Coop (Switzerland),Switzerland,Wholesale Distribution,coop.ch
Coresystems,Switzerland,Software Developmentbusiness Consulting,coresystems.ch
Création Baumann,Switzerland,Textiles,http://www.creationbaumann.com/index_en.html
Credit Suisse,Switzerland,Financial Services,www.credit-suisse.com
Dartfish (company),Switzerland,Video Processing,www.dartfish.com
Digital Capital,Switzerland,Video Games,digitalcapital.ch
DKSH,Switzerland,Market Expansion Services,dksh.com
Doppelmayr Garaventa Group,Switzerland,Cableway,www.doppelmayr.com
Dormakaba,Switzerland,Security Technology,www.dormakaba.com
Edipresse,Switzerland,Media Enterprise,edipresse.com
EF Education First,Switzerland,Education,www.ef.edu
Elinchrom,Switzerland,Digital Imaging,http://www.elinchrom.com/
Era Watch Company,Switzerland,"Watches, Clocks, Watch Cases And Parts",www.edox.ch/
Expert (company),Switzerland,Retail,www.expert.org
Ferdinand Steck Maschinenfabrik,Switzerland,Specialist Vehicle Builder,steck.ch
Firmenich,Switzerland,"Flavors, Fragrance, Ingredient",www.firmenich.com
Frédérique Constant,Switzerland,Watch Manufacturing,www.frederique-constant.com
Gategroup,Switzerland,Airline Catering,www.gategroup.com
Geberit,Switzerland,Plumbing Parts Manufacturing And Supplying,www.geberit.com
Georg Fischer (Swiss company),Switzerland,Manufacturing,georgfischer.com
Girard-Perregaux,Switzerland,Luxury Watchmaking,www.girard-perregaux.com
Givaudan,Switzerland,Flavours And Fragrance,www.givaudan.com
Glass's Guide,Switzerland,Automotive,www.autovistagroup.com www.glass.co.uk www.glassbusiness.co.uk
Glencore,Switzerland,Commoditiesmetals And Mining,www.glencore.com
Globus (company),Switzerland,Retail,https://www.globus.ch
Greubel Forsey,Switzerland,Watchmaking,www.greubelforsey.com
Gunvor (company),Switzerland,Commodity,gunvorgroup.com
Habib Bank AG Zurich,Switzerland,Financial Services,www.habibbank.com
Hamilton Watch Company,Switzerland,Watchmaking,hamiltonwatch.com
Hoffmann-La Roche,Switzerland,Pharmaceuticals,www.roche.com
HSBC Private Bank,Switzerland,Finance,www.hsbcprivatebank.com
Hublot,Switzerland,Watchmaking,www.hublot.com
Implenia,Switzerland,"Construction: Development, Buildings, Civil Engineering, Specialities",www.implenia.com
Intamin,Switzerland,Manufacturing,www.intaminworldwide.com
International Watch Company,Switzerland,Watchmaking,www.iwc.com
IQAir,Switzerland,Environmental Technology,iqair.com
Jaeger-LeCoultre,Switzerland,Luxury Watchmaking,www.jaeger-lecoultre.com
Japan Tobacco International,Switzerland,Tobacco,www.jti.com
Julius Baer Group,Switzerland,Financial Services,www.juliusbaer.com
Kempinski,Switzerland,"Hospitality, Tourism",www.kempinski.com
Kudelski Group,Switzerland,"Digital Tv, Public Access, Cybersecurity",nagra.com
Kuehne + Nagel,Switzerland,Transport Logistics,kuehne-nagel.com
Kuoni Travel,Switzerland,"Travel, Tourism",www.kuoni.com
LafargeHolcim,Switzerland,Building Materials,www.lafargeholcim.com
Leica Geosystems,Switzerland,Surveying & Engineeringgeographic Information Systems (Gis)High Precision Measurement Instruments,www.leica-geosystems.com
Liebherr Group,Switzerland,Heavy Equipment,www.liebherr.com
Lindt & Sprüngli,Switzerland,Confectionery,www.lindt.comwww.lindt-spruengli.com/investors/
Logitech,Switzerland,Consumer Electronicstechnology,www.logitech.com
Lombard Odier & Cie,Switzerland,Private Banking,www.lombardodier.com
Longines,Switzerland,Watch Manufacturing,www.longines.com
Lonza Group,Switzerland,Chemicalsbiotechnology,www.lonza.com
Manor (department store),Switzerland,Retailing,manor.ch
MB&F,Switzerland,Watch Making,www.mbandf.com
Mb-microtec,Switzerland,Micro-Technology,www.mbmicrotec.com
Mediterranean Shipping Company,Switzerland,Shipping,www.msc.com
Mercuria Energy Group,Switzerland,Commodity,www.mercuria.com
Mettler Toledo,Switzerland,Scientific Instruments,www.mt.com
Mido (watch),Switzerland,Watch Manufacturing,mido.ch
Migros,Switzerland,Retail,www.migros.ch
Mövenpick Hotels & Resorts,Switzerland,"Hospitality, Tourism",http://www.movenpick.com
MSC Cruises,Switzerland,Transportation,msccruises.com
Nestlé,Switzerland,Food Processing,www.nestle.com
Nobel Biocare,Switzerland,Dental Implants And Dental Prosthetics.,nobelbiocare.com
Nord Stream AG,Switzerland,Natural Gas,www.nord-stream.com
Novartis,Switzerland,Pharmaceuticals,Novartis.com
Omega SA,Switzerland,Watch Manufacturing,omegawatches.com
Oscilloquartz,Switzerland,Telecommunications,www.oscilloquartz.com
Panalpina,Switzerland,Transport,panalpina.com
Patek Philippe & Co.,Switzerland,Luxury Watchmaking,patek.com
Pelikan,Switzerland,Stationery,pelikan.com
Piaget SA,Switzerland,Watchmaking And Jewellery,Piaget.com
Pilatus Aircraft,Switzerland,Aerospace,www.pilatus-aircraft.com
PLATIT,Switzerland,Industrial Engineering And Manufacturing,www.platit.com  Pi111PLUS  PL1011  Pi411PLUS  Pi711  Pi1511
Rado (watch),Switzerland,"Luxury Goods, Watch Manufacturer",www.rado.com
Repower (Swiss energy utility),Switzerland,Energy,www.repower.com
Richemont,Switzerland,Management,richemont.com
Rieter,Switzerland,Textiles Machinery,www.rieter.com
Ringier,Switzerland,Media,ringier.com [2]
Roger Dubuis,Switzerland,Watchmaking,www.rogerdubuis.com
Rolex,Switzerland,Watch Manufacturing,rolex.com
Saurer,Switzerland,"Automotive,Military",www.saurer.com
Schindler Group,Switzerland,Vertical Transportation,www.schindler.com
Securitas (Swiss security company),Switzerland,Security,www.securitas.ch
Selecta (vending company),Switzerland,Vending And Coffee Services Operator[1],www.selecta.com
Serono,Switzerland,Biotechnologypharmaceutical,www.serono.com
Sersa Group,Switzerland,Railway,www.sersa-group.com
SGS S.A.,Switzerland,Quality,www.sgs.com
Sigg,Switzerland,Manufacturing,www.sigg.com
Sika AG,Switzerland,Chemical & Construction Industry,www.sika.com
SITA (IT company),Switzerland,Air Transport Communications And Information Technology,www.sita.aero
Sonova,Switzerland,Medical Devices,www.sonova.com
Stadler Rail,Switzerland,Train Manufacturing,www.stadlerrail.com
Stäubli,Switzerland,Mechatronics,www.staubli.com
STMicroelectronics,Switzerland,Semiconductors,st.com
Sulzer (manufacturer),Switzerland,Industrial Engineering And Manufacturing,www.sulzer.com
Suva (insurer),Switzerland,Accident Insurance,www.suva.ch
Swatch,Switzerland,Watchmaking,www.swatch.com
Swiss Life,Switzerland,Financial Services,https://www.swisslife.com
Swiss Re,Switzerland,Financial Services,www.swissre.com
Swissport,Switzerland,Aviation (Outsourcing/Subcontracting),http://swissport.com
Syngenta,Switzerland,"Agrobusiness, Chemicals",syngenta.com
TAG Heuer,Switzerland,Watchmaking,tagheuer.com
Tamedia,Switzerland,Media,www.tx.group
TE Connectivity,Switzerland,Electronics,te.com
Tetra Pak,Switzerland,Food Packaging,www.tetrapak.com
The Adecco Group,Switzerland,Professional Services,adeccogroup.com
The Pictet Group,Switzerland,Private Banking And Financial Services,www.group.pictet
The Swatch Group,Switzerland,Manufacturing,www.swatchgroup.com
Tissot,Switzerland,Watchmaking,www.tissotwatches.com
Trafigura,Switzerland,Commodity,Trafigura.com
Transocean,Switzerland,"Oilfield Services, Offshore Drilling & Equipment",www.deepwater.com
U-blox,Switzerland,"Computer Software, Computer Hardware",www.u-blox.com
UBS,Switzerland,"Banking, Financial Services",UBS.com
Ulysse Nardin,Switzerland,Luxury Watchmaking,ulysse-nardin.com
UPC Switzerland,Switzerland,Telecommunications,upc.ch
Uster Technologies,Switzerland,Textile Machinery,www.uster.com
Vacheron Constantin,Switzerland,Luxury Watchmaking,www.vacheron-constantin.com
Vitol,Switzerland,Commodity,www.vitol.com
Weatherford International,Switzerland,Oilfield Services & Equipment,Weatherford.com
Weleda,Switzerland,Cosmetics,www.weleda.com
Xstrata,Switzerland,"Metals, Mining And Other Investments",https://www.xstrata.com.mx/
Zenith (watchmaker),Switzerland,Luxury Watches,zenith-watches.com
Zephyr Surgical Implants,Switzerland,Health Care,zsimplants.ch
Zurich Insurance Group,Switzerland,Financial Services,www.zurich.com
Zürichsee-Schifffahrtsgesellschaft,Switzerland,Transport,http://www.zsg.ch/
Bank of Syria and Overseas,Syria,Banking,http://www.bso.com.sy/
Banque Bemo Saudi Fransi,Syria,Banking,http://www.bbsfbank.com/
Cham Bank,Syria,Islamic Banking,chambank.com
Commercial Bank of Syria,Syria,"Banking, Financial Services",www.cbs-bank.sy
Syrian Petroleum Company,Syria,Oil And Gas,www.spc.com.sy
Syrian Telecom,Syria,Telecommunications,www.syriantelecom.com.sy
Syriatel,Syria,Telecommunications,abili.syriatel.com.sy
Airtel Tanzania,Tanzania,Telecommunications,africa.airtel.com/Tanzania
Dangote Industries Tanzania,Tanzania,Cement,www.dangotecement.com/operations/tanzania
MIC Tanzania Limited,Tanzania,Telecommunication Services,www.tigo.co.tz/
Quality Group Limited,Tanzania,Various,qualitygroup.com
Tanesco,Tanzania,Energy,tanesco.co.tz
Tanzania Breweries Limited,Tanzania,"Brewing, Beverage",www.ab-inbev.com
Bmobile,Trinidad,Wireless Telecommunications,bmobile.co.tt
Flavorite Ice Cream,Trinidad,Food,flavoritefoodstt.com
Guardian Media Limited,Trinidad,Media,http://corp.guardian.co.tt/
House of Angostura,Trinidad,Beverages,www.angostura.com
K.C. Confectionery Limited,Trinidad,Food,kccandy.com
Mario's Pizzeria,Trinidad,Fast Food,mymarios.com
National Gas Company of Trinidad and Tobago,Trinidad,Natural Gas,www.ngc.co.tt
Petrotrin,Trinidad,Oil And Gas Industry,www.petrotrin.com
Republic Bank,Trinidad,Financial Services,http://www.republictt.com/
Royal Bank of Trinidad and Tobago,Trinidad,Bank,http://www.rbtt.com/
S. M. Jaleel and Company,Trinidad,Beverages,www.smjaleel.net
Solo Beverage Company,Trinidad,Non-Alcoholic Beverage,www.solobev.com
TBC Radio Network,Trinidad,Media,http://www.tbcradionetwork.co.tt/
Telecommunications Services of Trinidad and Tobago,Trinidad,"Telecommunications, Internet Broadband, Wireless Services, Security And Vigilance",http://www.tstt.co.tt/
Trinidad and Tobago Electricity Commission,Trinidad,Electric Utilities,www.ttec.co.tt
Water and Sewerage Authority,Trinidad,Water Distribution,https://www.wasa.gov.tt/
Amen Bank,Tunisia,Financial Services,www.amenbank.com.tn/
Compagnie Tunisienne de Navigation,Tunisia,Shipping,www.ctn.com.tn
Entreprise Tunisienne d'Activités Pétrolières,Tunisia,Hydrocarbons,www.etap.com.tn
Integration Objects,Tunisia,It Software Development System Integration Automation Consulting Training,www.integrationobjects.com
Tunisie Telecom,Tunisia,Telecommunications,www.tunisietelecom.tn
Wallyscar,Tunisia,Automotive,www.wallyscar.com
Africell,Uganda,Telecommunications,www.africell.com
Aya Group,Uganda,"Investments, Transportation, Food Processing",www.ayagroupafrica.com/
Bank of Africa Uganda Limited,Uganda,Financial Services,boauganda.com
Commercial Bank of Africa (Uganda),Uganda,Banking,cbagroup.com/uganda/
DFCU Bank,Uganda,Financial Services,www.dfcugroup.com
Finance Trust Bank,Uganda,Financial Services,financetrust.co.ug
Guaranty Trust Bank (Uganda),Uganda,Financial Services,gtbank.co.ug/home/
International Medical Group (Uganda),Uganda,Healthcare,img.co.ug
K2 Telecom,Uganda,Telecommunications,http://www.k2telecom.ug/
Kakira Sugar Works,Uganda,Manufacture And Distribution Of Sugar,www.kakirasugar.com
National Water and Sewerage Corporation,Uganda,Water,www.nwsc.co.ug
New Vision Group,Uganda,"Publishing, Printing, Broadcasting",www.newvision.co.ug
Pride Microfinance Limited,Uganda,Financial Services,www.pridemicrofinance.co.ug
Quality Chemical Industries Limited,Uganda,Pharmaceutical Industry,ciplaqcil.co.ug
Stanbic Bank Uganda Limited,Uganda,Financial Services,www.stanbicbank.co.ug
Standard Chartered Uganda,Uganda,Financial Services,www.sc.com/ug
Sugar Corporation of Uganda Limited,Uganda,Manufacture & Distribution Of Sugar,www.mehtagroup.com/sugar.html
Tropical Bank,Uganda,Financial Services,www.trobank.com
United Bank for Africa (Uganda),Uganda,Financial Services,www.ubauganda.com
33m2,Ukraine,Retail (Diy),http://www.33m2.net/
Aeros,Ukraine,Aerospace,www.aeros.com.ua
Antonov,Ukraine,Aerospace And Defence,www.antonov.com
APEKS-BANK,Ukraine,Finance,www.apeksbank.com.ua
ASKA Insurance Company,Ukraine,Insurance,aska.ua
ATB-Market,Ukraine,Retail (Grocery),www.atbmarket.com/eng/
Azovstal Iron and Steel Works,Ukraine,Steel Production,azovstal.metinvestholding.com/en
BG Capital,Ukraine,Finance,www.bgcapital.ge
Bogdan group,Ukraine,"Automobile Manufacturing, Automobiles Service & Trading, Automobile Cargo Transportation",bogdan.ua
Central Iron Ore Enrichment Works,Ukraine,Mining,cgok.metinvestholding.com
Chumak (company),Ukraine,Food Industry,www.chumak.com
DTEK,Ukraine,Coal Industryelectricity,www.dtek.com/en
EKTA,Ukraine,Display Technology,www.ekta.ua/
EpiCentre K,Ukraine,Retail (Diy),epicentrk.ua/
Ferrexpo,Ukraine,Iron Ore Mining,www.ferrexpo.com
FOM-Ukraine,Ukraine,Sociology,www.fom.ru/projects
Fozzy Group,Ukraine,"Retail Supermarkets, Stores And Restaurants. Food Production And Canning",www.fozzy.ua
Galnaftogaz,Ukraine,Oil And Gas Industry,www.galnaftogas.com
Industrial Union of Donbas,Ukraine,Major: Metallurgyminor: Agriculture,www.isd.com.ua/en/
Ingulets Iron Ore Enrichment Works,Ukraine,Mining,ingok.metinvestholding.com
Interpipe Group,Ukraine,"Metallurgy, Carbon Steel Pipes Production, Train Wheel Production, Axle Production, Wheelset Assembly, Steel Billets Production",www.interpipe.biz/ru/company.html
KDD Group,Ukraine,Real Estate,http://www.kddgroup.com.ua
KrAZ,Ukraine,Automobile Manufacturing,www.autokraz.com.ua
Kryvorizhstal,Ukraine,Steel,ukraine.arcelormittal.com
Kuznya na Rybalskomu,Ukraine,"Shipbuilding, Arms Industry",https://zkr.com.ua/
Kyivstar,Ukraine,Mobile Telecommunications,kyivstar.ua
Metinvest,Ukraine,Mining And Metals,www.metinvestholding.com/en
Mironivsky Hliboproduct,Ukraine,Agriculture,http://www.mhp.com.ua/en
Motor Sich,Ukraine,Aerospace Industrydefence,http://www.motorsich.com/
Naftogaz,Ukraine,Oil And Gas,"naftogaz.com, naftogaz-europe.com"
Nibulon,Ukraine,Agriculture,www.nibulon.com
Novokramatorsky Mashinostroitelny Zavod,Ukraine,Industrial Equipment Mining Equipment,http://www.nkmz.com.ua/
Obolon (company),Ukraine,Beverages,www.obolon.com
Oschadbank,Ukraine,"Banking, Investment",www.oschadbank.ua
PrivatBank,Ukraine,"Banking, Investment",privatbank.ua
Roshen,Ukraine,Confectionery,roshen.com
SCM Holdings,Ukraine,Holding,www.scmholding.com
Ukrainian Automobile Corporation,Ukraine,Automotive,ukravto.ua
Ukrnafta,Ukraine,Oil And Natural Gas,www.ukrnafta.com/en
Ukrspetsexport,Ukraine,Arms Industry,www.ukrspecexport.com
Ukrtatnafta,Ukraine,Refining,http://www.ukrtatnafta.com/
Ukrtelecom,Ukraine,Telecommunications,ukrtelecom.ua
WOG (gas stations),Ukraine,Retail (Convenience Stores),wog.ua
Zaporizhstal,Ukraine,Ferrous Metallurgy,www.zaporizhstal.com
ZAZ,Ukraine,Automotive,avtozaz.com
Navoi Mining and Metallurgy Combinat,Uzbekistan,Mining,http://www.ngmk.uz/en/
Uzbekneftegaz,Uzbekistan,Oil And Gas Exploration And Extraction,http://www.ung.uz
Banco Federal,Venezuela,Finance And Insurance,www.bancofederal.com/
Banco Nacional de Crédito,Venezuela,Finance,www.bnc.com.ve
Banco Occidental de Descuento,Venezuela,Finance And Insurance,www.bod.com.ve
Banesco,Venezuela,Finance And Insurance,banesco.com
BBVA Provincial,Venezuela,Financial Services,www.provincial.com
CANTV,Venezuela,Telecommunications,www.cantv.com.ve
Ediciones Ekare,Venezuela,Publishingchildren'S Books,Ekare.com
Electricidad de Caracas,Venezuela,Electricity,www.laedc.com.ve
FM Center,Venezuela,Radio,www.fmcenter.com.ve
Fondo Común,Venezuela,Financial,www.bfc.com.ve
Mercantil Servicios Financieros,Venezuela,Financial,www.msf.com
Monte Ávila Editores,Venezuela,Publishing,monteavila.gob.ve
PDVSA,Venezuela,Oil And Gas,pdvsa.com
Sidetur,Venezuela,Steel,www.sidetur.com.ve
Sivensa,Venezuela,Steel,www.sivensa.com.ve
Supermercado De Candido,Venezuela,Commerce,www.decandido.com
"VIT, C.A.",Venezuela,Computer Hardware,vit.gob.ve/
Appota Corporation,Vietnam,Entertainmentgame Publishing Advertisement Payment,https://appota.com/
Asia Commercial Bank,Vietnam,Financial Services,http://acb.com.vn/wps/portal/en
Bank for Investment and Development of Vietnam,Vietnam,"Banking, Finance, Security",www.bidv.com.vn
Bao Viet Holdings,Vietnam,Insurance,http://www.baoviet.com.vn/Home
Binh Minh Plastic,Vietnam,Plastic,http://www.binhminhplastic.com/
Casumina,Vietnam,Manufacturing,www.casumina.com
Danang Rubber Company,Vietnam,Manufacturing,www.drc.com.vn (English)
FPT Group,Vietnam,"Information Technology, Communications",fpt.com.vn/vi/
